t,s1,s2,s3,segment,label,cycle_id,sample_in_cycle
0.5700000000000001,-0.017398297761124153,-0.15864245993691198,0.07022524784770504,0,0,0,57
0.58,-0.09580247397270741,-0.11336152785052392,0.05122797280655274,0,0,0,58
0.59,0.08988476213075634,0.04857216786157699,0.0032627433791280643,0,0,0,59
0.6,-0.1385361756221046,0.2815929809124984,0.07440912878070018,0,0,0,60
0.61,-0.16261454459195174,-0.08845507862627833,-0.006097068943481183,0,0,0,61
0.62,-0.20738833044924376,0.0014076592291290026,-0.06224921395789199,0,0,0,62
0.63,0.06767014078783579,0.07582056564846786,-0.28933806724979094,0,0,0,63
0.64,-0.053590910385801833,-0.18699316002497535,0.09061665682843195,0,0,0,64
0.65,-0.0434678909828065,0.02489535923694747,-0.129215960299159,0,0,0,65
0.66,0.12038322015396927,0.1675810842170683,-0.13170370789278546,0,0,0,66
0.67,-0.026975968200941572,-0.10595567125528559,-0.030221664500978903,0,0,0,67
0.68,-0.19218984173660555,0.14423418236623425,-0.1274845934441894,0,0,0,68
0.6900000000000001,-0.09613201761936221,0.0042167059249969205,-0.09803893637921607,0,0,0,69
0.7000000000000001,-0.09084311907776102,-0.10528742154073616,-0.04931176857310946,0,0,0,70
0.71,-0.18381194368184955,-0.09520385437167059,-0.05925930905072907,0,0,0,71
0.72,-0.0994061210413564,-0.04766219178610908,-0.07036404328814848,0,0,0,72
0.73,0.010602931966650339,-0.08698265181426425,-0.05704361166606568,0,0,0,73
0.74,-0.12927562487953984,-0.10802047663086624,-0.17195932578578377,0,0,0,74
0.75,-0.008386056488939649,-0.16967684551088297,-0.12200355398647693,0,0,0,75
0.76,-0.021195923719640075,-0.014558146153808585,-0.08908832861598737,0,0,0,76
0.77,-0.2553007090365605,-0.011481834919689501,-0.02451006673050933,0,0,0,77
0.78,-0.19028127195884645,0.025452436800529492,-0.12168126308029721,0,0,0,78
0.79,-0.15677196046278974,-0.0393928715781368,-0.07022847254484746,0,0,0,79
0.8,-0.018475638678263604,-0.20628606271275396,0.12833085946594808,0,0,0,80
0.81,-0.09310561052338043,-0.1958100310355774,0.008780135721508785,0,0,0,81
0.8200000000000001,-0.061988303192506596,-0.004915553176082291,-0.086983957355212,0,0,0,82
0.8300000000000001,-0.025773339845009915,-0.007850963285015774,-0.1273255490415071,0,0,0,83
0.84,0.05509646013589656,-0.07396738750566592,-0.13900017344664323,0,0,0,84
0.85,0.0021912566615721434,0.023395556019171697,-0.07406523938237355,0,0,0,85
0.86,-0.08432948224265038,0.04709061926588654,-0.22609561160683678,0,0,0,86
0.87,-0.0936395898775264,-0.004434814811340729,-0.1848825745742091,0,0,0,87
0.88,0.019777844891919052,-0.007168652869568758,0.042542538363415726,0,0,0,88
0.89,-0.06704679973132031,-0.05744426304734858,-0.012444470952463052,0,0,0,89
0.9,-0.214034562154,0.3220206632414366,-0.11397334270317916,0,0,0,90
0.91,-0.03422324556357935,0.104956232691682,-0.04639155472420719,0,0,0,91
0.92,-0.1324813616054039,0.08823536573978918,0.044833376335527114,0,0,0,92
0.93,0.006746572677923855,0.003869397639319358,0.009559787568241093,0,0,0,93
0.9400000000000001,-0.033360107798233014,0.08205984091891846,-0.017523823783926695,0,0,0,94
0.9500000000000001,-0.004779133461988258,-0.09517326546554258,-0.05855210282682147,0,0,0,95
0.96,-0.020285002482308495,0.1495414569326632,-0.020284749371807992,0,0,0,96
0.97,0.14928889588081734,0.06770139011570539,-0.0073083016130915945,0,0,0,97
0.98,-0.0041761497465701986,0.1252909836026631,0.14572572903776201,0,0,0,98
0.99,0.04536580349103249,0.0028032969392700335,-0.047948386023519564,0,0,0,99
1.0,0.02954047183426836,-0.00517917301623981,-0.018071898376028198,0,0,0,100
1.01,0.04899815097549767,0.21099110928143472,-0.031930674466907755,0,0,0,101
1.02,0.1099634933249593,0.1636493505937091,-0.06244174990470558,0,0,0,102
1.03,0.21977236612973816,0.005699339197402786,-0.11398791767119476,0,0,0,103
1.04,0.03703520405916699,0.057175150451295675,-0.17446231609291385,0,0,0,104
1.05,0.06675493345714044,-0.09928003020987358,0.10331444757070643,0,0,0,105
1.06,0.057818789529961,0.0012340288875321709,-0.12869703513595662,0,0,0,106
1.07,0.022202858244380556,0.04022692795023962,-0.1446684713990123,0,0,0,107
1.08,-0.037501846984143,0.04007924251126785,-0.09502946953408395,0,0,0,108
1.09,0.14137481742083874,0.1680234351447094,-0.04444530249318691,0,0,0,109
1.1,0.08698135855166778,-0.08463634034760115,0.014258578592112076,0,0,0,110
1.11,0.027978510694663238,0.0912376722177806,0.10680651051243355,0,0,0,111
1.12,-0.20632358770529716,0.0620385807155298,-0.1671617699700355,0,0,0,112
1.1300000000000001,0.07108534302938893,-0.10288188800020287,-0.11104436777091406,0,0,0,113
1.1400000000000001,0.021694048564663327,0.08169217578847417,-0.05846678228310579,0,0,0,114
1.1500000000000001,-0.0887784174339221,-0.04367644468590921,0.01792677583592965,0,0,0,115
1.16,-0.021351625401592196,-0.1658641404303007,0.009186304619836425,0,0,0,116
1.17,0.009209325583285952,0.08026832675459497,-0.11351764312981225,0,0,0,117
1.18,0.03856276852058434,-0.12313538609585573,-0.027483961876583404,0,0,0,118
1.19,-0.10526753405742509,0.040152537844677594,0.011564788233310697,0,0,0,119
1.2,-0.1418608518421164,-0.04288991889677903,-0.08943650515632462,0,0,0,120
1.21,0.03869856920173817,0.022641069575991768,-0.2193369465065318,0,0,0,121
1.22,-0.04640731923377302,0.015349192275362883,0.11122218337573017,0,0,0,122
1.23,-0.2718009841047605,-0.12357251695114418,0.02883076959210959,0,0,0,123
1.24,-0.250856055204257,-0.200630918698569,-0.05567192517102953,0,0,0,124
1.25,-0.024647821856880844,-0.15821051923655383,-0.05569535155774927,0,0,0,125
1.26,-0.12554608737140366,0.05002176578233644,-0.11157216690268462,0,0,0,126
1.27,-0.04852490823893005,-0.20247503784231957,-0.13093768898820388,0,0,0,127
1.28,-0.16703067736105062,-0.008312108100311258,-0.054771559772190934,0,0,0,128
1.29,-0.2418020974648408,-0.06378939752467438,-0.035243284871953884,0,0,0,129
1.3,-0.18647342415429286,-0.167177642497509,-0.1305923631803494,0,0,0,130
1.31,-0.35287159238519095,-0.1315871704912114,-0.08594230054507888,0,0,0,131
1.32,-0.27734258075283547,-0.0848593307032365,-0.24412338969063588,0,0,0,132
1.33,-0.25272137373084413,-0.2148333318446944,0.09529665572304083,0,0,0,133
1.34,-0.36352773417234985,-0.11879856968075703,-0.005040043060093993,0,0,0,134
1.35,-0.17121762375914681,-0.06415670933408021,-0.1944713612959148,0,0,0,135
1.36,-0.4417081486316983,-0.11244584384455238,-0.2078573745264831,0,0,0,136
1.37,-0.25033216421234433,-0.3133105747158392,0.023758208852051932,0,0,0,137
1.3800000000000001,-0.1345181476439279,-0.273238392042223,0.01654621068183655,0,0,0,138
1.3900000000000001,-0.2115975074335068,-0.2204895679224256,-0.05952361555259709,0,0,0,139
1.4000000000000001,-0.2460696251799674,-0.14989152712126902,-0.024846596402875155,0,0,0,140
1.41,-0.2622205583365786,-0.11514378341331888,-0.10682595132551012,0,0,0,141
1.42,-0.19950710748502803,-0.17746163215188385,0.11318842168908161,0,0,0,142
1.43,-0.279161319604596,-0.04882261156264178,-0.005350986215106161,0,0,0,143
1.44,-0.24796835807557605,-0.29340445544523264,0.048072590813680406,0,0,0,144
1.45,-0.2232173020645388,-0.33914642843317216,-0.11030959691732348,0,0,0,145
1.46,-0.2828417457313318,-0.2986475665598425,0.1251019627735102,0,0,0,146
1.47,-0.08860723354688152,-0.14611768179207457,0.06593238189708112,0,0,0,147
1.48,-0.2676019395791853,-0.22914932969426063,0.13308895601891207,0,0,0,148
1.49,-0.01009644862583664,-0.14466034879414563,0.03136063207489169,0,0,0,149
1.5,-0.2176559456896491,-0.2853155974301321,-0.003837064401041826,0,0,0,150
1.51,-0.23804443550236598,-0.21839583862316378,0.27311321658657794,0,0,0,151
1.52,-0.21251965135591408,-0.10292703032913017,0.28140974452512657,0,0,0,152
1.53,-0.20792480371511324,-0.07841798232480379,0.19120494337611538,0,0,0,153
1.54,-0.25565553225590526,-0.2130602779585037,0.1368557771190782,0,0,0,154
1.55,-0.23527367226126772,-0.2596933724179771,0.16354366264269685,0,0,0,155
1.56,-0.16682189701941483,-0.32840319557453657,0.16232878821687644,0,0,0,156
1.57,-0.36075252390125107,-0.21379915224875556,0.23925512804087679,0,0,0,157
1.58,-0.1904826185767794,-0.21111707008339564,0.2488943807779019,0,0,0,158
1.59,-0.2718336289851601,-0.263282026436111,0.25327159056993054,0,0,0,159
1.6,-0.10365818252936114,-0.1993971805172677,0.4689198833077095,0,0,0,160
1.61,-0.21157058210424093,-0.13825485745365163,0.3508418970452858,0,0,0,161
1.62,-0.21444439708570204,-0.31940121892826223,0.11543553341442468,0,0,0,162
1.6300000000000001,-0.1834925641666477,-0.12522188884095614,0.26929809181858483,0,0,0,163
1.6400000000000001,-0.1810772194144798,-0.27281766761453574,0.3055027616442034,0,0,0,164
1.6500000000000001,-0.4105435644628354,-0.21001804297576204,0.258246373730105,0,0,0,165
1.6600000000000001,-0.3325089439047249,-0.013737084251119691,0.12143272721254625,0,0,0,166
1.67,-0.3016172647021659,-0.34907509079611193,0.3746076886338303,0,0,0,167
1.68,-0.2808969887818762,-0.15943365770310097,0.3243353512993845,0,0,0,168
1.69,-0.16413397285204848,-0.35395559338402216,0.20497401519166897,0,0,0,169
1.7,-0.020547501413540836,-0.3487305427884678,0.18218737761802697,0,0,0,170
1.71,-0.20154431547484944,-0.13474621727809044,0.28824492980491434,0,0,0,171
1.72,-0.10823767887615912,-0.31787456341336406,0.3538499451371004,0,0,0,172
1.73,-0.12228526565670382,-0.3655924090674473,0.40823286407602666,0,0,0,173
1.74,0.053716503662080056,-0.2774611571953443,0.25327904921563127,0,0,0,174
1.75,-0.03167508885991677,-0.3426625245649992,0.04084096791712591,0,0,0,175
1.76,-0.2965396902935946,-0.24464449627159662,0.17278493579920462,0,0,0,176
1.77,-0.10105300056991764,-0.15395039500270688,0.09557152554435919,0,0,0,177
1.78,-0.09949354087937323,0.014262012852797629,0.32825214573550837,0,0,0,178
1.79,-0.05105950969780444,-0.16296175156943427,0.29417407710002197,0,0,0,179
1.8,-0.2402176181220258,-0.08122484285155324,0.1733358427734981,0,0,0,180
1.81,-0.023450823740933338,-0.10061385541782718,0.058405497792957506,0,0,0,181
1.82,-0.11619695551573672,-0.015858052038977333,0.038991458336728485,0,0,0,182
1.83,-0.17690488459498388,-0.20463038848217047,-0.013827048578145401,0,0,0,183
1.84,-0.01642748805201763,0.013589537431549906,0.19898498689870342,0,0,0,184
1.85,-0.07946516962416694,-0.11217649754248941,0.12570674615568525,0,0,0,185
1.86,-0.16769214968886687,-0.006824531851116908,0.1887798629400403,0,0,0,186
1.87,0.008209158381854584,-0.13837272677339382,0.07433917744076898,0,0,0,187
1.8800000000000001,-0.09187920257291614,0.10461388768979252,0.06667734055781431,0,0,0,188
1.8900000000000001,-0.25356893698891203,-0.02332186156869468,0.21922009223905436,0,0,0,189
1.9000000000000001,0.01322895335676412,0.03581564826966842,0.017098144898874852,0,0,0,190
1.9100000000000001,-0.24228451182177807,-0.22221771021716433,-0.12825636039896954,0,0,0,191
1.92,-0.04768200844623669,0.0005801049756577713,0.04860701633051481,0,0,0,192
1.93,-0.05896132449389997,0.07580979712123312,-0.06437158045909465,0,0,0,193
1.94,-0.085411930580792,0.07551674468757352,-0.1431675696235224,0,0,0,194
1.95,-0.27811606169991876,-0.10577070233400944,-0.05677746504670651,0,0,0,195
1.96,-0.3037316000224386,-0.026038280176265936,-0.11290306859286448,0,0,0,196
1.97,-0.12918907427968254,-0.12959998608953627,-0.13836471539002237,0,0,0,197
1.98,-0.0324645566075061,0.15309293626977166,-0.06588242165157444,0,0,0,198
1.99,-0.12748597706562836,-0.050479656868378034,-0.04284141347390205,0,0,0,199
2.0,0.22806849599204865,0.08091813814082269,-0.09092854404545667,0,0,0,200
2.0100000000000002,0.23189256581428613,0.0466540191404946,-0.1601428052656841,0,0,0,201
2.02,-0.08872093044665214,0.003622601001269189,0.08287455966004492,0,0,0,202
2.0300000000000002,-0.08337123104767882,0.061384439719058506,-0.28007861097967834,0,0,0,203
2.04,0.07724174769197882,0.15370537641202522,-0.16631120760158435,0,0,0,204
2.05,0.14240054014257622,0.1410395382669022,-0.09837392453155196,0,0,0,205
2.06,0.24533901126694163,0.1502057619666257,-0.17312325881870405,0,0,0,206
2.07,0.009361795953986271,-0.009467875965494157,-0.09301594001844021,0,0,0,207
2.08,0.04819659941050126,0.350123714989329,0.04722581409743429,0,0,0,208
2.09,0.06165705735735873,0.04587890371578217,0.03711260209810621,0,0,0,209
2.1,-0.10324051765853712,0.034707144032197476,-0.030226625600055804,0,0,0,210
2.11,-0.004646163543209111,0.03278568166947993,-0.15237821816053704,0,0,0,211
2.12,0.15363851729260847,0.09442087594451662,-0.06764662483982406,0,0,0,212
2.13,0.14765625269598542,0.08351654314808639,0.013904434969994106,0,0,0,213
2.14,0.015434208619657636,-0.063513724396608,-0.26292830187557675,0,0,0,214
2.15,-0.07387593828798421,0.024413141890727887,0.030786156643531223,0,0,0,215
2.16,0.10529409166942805,0.018838616218721488,-0.1651753502368825,0,0,0,216
2.17,0.03446639799175565,0.03749040727393001,-0.09977836801427678,0,0,0,217
2.18,-0.05652697134321061,0.029448365404476262,0.07413839561629801,0,0,0,218
2.19,-0.13139519188454102,0.0522209737991183,-0.22337202014328014,0,0,0,219
2.2,0.1037452104872737,0.0009365244010257345,-0.20295534682498204,0,0,0,220
2.21,0.09499160211024898,0.25704793502266926,0.03372935196162761,0,0,0,221
2.22,0.2007552156424144,0.06806064971460825,-0.17545536781520357,0,0,0,222
2.23,0.13351728986463507,0.03362716078986221,-0.08834586658488278,0,0,0,223
2.24,0.16314402052214977,0.1047779637795991,0.02283386412983819,0,0,0,224
2.25,0.1720126001965041,-0.010038500936772068,0.15704183923556317,0,0,0,225
2.2600000000000002,-0.007891669719131938,0.13211905082333428,-0.0003810211187251916,0,0,0,226
2.27,0.23646827431372042,0.10621877680082181,0.26951031781569473,0,0,0,227
2.2800000000000002,0.007181998038767956,0.03577468423273619,0.22611841767680818,0,0,0,228
2.29,-0.18255798691759795,-0.02015063000511233,0.2606699231082823,0,0,0,229
2.3000000000000003,0.14124149249841444,0.18810085479471422,0.14072449520011038,0,0,0,230
2.31,0.1545882125159547,0.021383175658739845,0.04788469348594976,0,0,0,231
2.32,-0.06729015864983276,0.04407585548233936,0.14248997370443733,0,0,0,232
2.33,0.04378971017470948,-0.2503404481276822,0.008650393948874652,0,0,0,233
2.34,0.05852435645497107,0.13901895405805517,0.160490722106475,0,0,0,234
2.35,0.02965658304928394,-0.11430691561086345,0.42903106108755795,0,0,0,235
2.36,0.013260738288075238,0.29150340516172213,0.39004281558961806,0,0,0,236
2.37,0.15721779296109317,0.07287371619851021,0.2528117947333585,0,0,0,237
2.38,0.021354580287442387,0.16346739687381243,0.24397699237833337,0,0,0,238
2.39,0.19701725940839412,0.23992248706932914,0.41949706457508246,0,0,0,239
2.4,0.1124193835727928,0.2568581923848196,0.16799400421602834,0,0,0,240
2.41,0.06943004716212516,0.0984383479183468,0.14831698186028958,0,0,0,241
2.42,0.26468567845362767,0.2603023233034086,0.37150280091300203,0,0,0,242
2.43,0.17196799477471328,0.2030841947429239,0.1826051756232861,0,0,0,243
2.44,0.06723352180427877,0.2278728875338312,0.26190410223701927,0,0,0,244
2.45,0.07937832217029508,0.2490107601773765,0.05399165230755354,0,0,0,245
2.46,0.17977347803934549,0.1344597385927247,0.16686017512974113,0,0,0,246
2.47,0.09669088425799466,0.2993895814982424,0.2665896120390439,0,0,0,247
2.48,0.33043924409002573,0.22340605757370793,0.06904783384005486,0,0,0,248
2.49,0.1808848536064765,0.09692363998548811,0.2311197769504015,0,0,0,249
2.5,0.34490384326981194,0.25284725946024944,0.11158980220969211,0,0,0,250
2.5100000000000002,0.19244639580738182,0.24483601361359958,0.012116165102243642,0,0,0,251
2.52,0.2494245054294283,0.2480359518855506,0.08644684422395137,0,0,0,252
2.5300000000000002,0.19713208639374305,0.24826701820610841,0.04207765759262501,0,0,0,253
2.54,0.16039917042986912,0.31134302135936354,0.12890735471300485,0,0,0,254
2.5500000000000003,0.4135184819642965,0.13625140191020263,-0.08951788725523903,0,0,0,255
2.56,0.3419980941324499,0.33138703003959363,-0.004167010862438675,0,0,1,0
2.57,0.1025350811588451,0.23088473899534542,-0.12458431844621555,0,0,1,1
2.58,0.21583516994813912,0.016346862002590473,0.007467787337993699,0,0,1,2
2.59,0.03770237377208427,0.2090943040936733,0.16379312910697866,0,0,1,3
2.6,0.22206017373197745,0.3072585869373067,-0.07114165342005302,0,0,1,4
2.61,0.15775890118327254,0.0772175265446064,0.07828378464351743,0,0,1,5
2.62,0.238577770537014,0.38520729173928625,-0.16206389945551908,0,0,1,6
2.63,0.21863905275977377,0.2261362656998375,0.07908917967780707,0,0,1,7
2.64,0.41893845509120675,0.14793200330237938,-0.19280745298946012,0,0,1,8
2.65,0.05820851821841236,0.34051542450465444,-0.10473480771446197,0,0,1,9
2.66,0.16147902322774116,0.19518169244934166,-0.3675946347853679,0,0,1,10
2.67,0.04752357117260547,0.28687807828192025,-0.08699524521005554,0,0,1,11
2.68,0.22832885453816426,0.08585502450618898,-0.08160727080134364,0,0,1,12
2.69,0.38387269112165245,0.05584354420609747,-0.15168074177459598,0,0,1,13
2.7,0.15471103804173503,0.20634685771635636,-0.16344882229713378,0,0,1,14
2.71,0.17526418579883,0.0737558497663865,-0.17697515722822477,0,0,1,15
2.72,0.11991080900673459,0.13886371192974514,-0.19110572526811592,0,0,1,16
2.73,0.23787067023494118,0.08673075240326288,-0.22523027742101487,0,0,1,17
2.74,0.2704989448388214,0.11456070779781342,-0.22599358064330333,0,0,1,18
2.75,0.24042378833300132,0.15512617666755144,-0.19634559270016266,0,0,1,19
2.7600000000000002,0.166617499119587,-0.004424297711550132,-0.1636847154152276,0,0,1,20
2.77,0.2679575740615609,0.1696687947938387,-0.3683290426622735,0,0,1,21
2.7800000000000002,0.15473189083725009,0.013465769383504606,-0.23704060951901523,0,0,1,22
2.79,0.13033934395539043,-0.022581295002786134,-0.0813076813278211,0,0,1,23
2.8000000000000003,0.10170089808832776,0.16892230472063752,-0.15083408200628318,0,0,1,24
2.81,0.23435405929718445,0.202241405408637,-0.36005849029463177,0,0,1,25
2.82,0.0959338354587552,-0.13653159362516692,-0.254629180858016,0,0,1,26
2.83,0.15505607589217762,0.1626744174543669,-0.07738569171461734,0,0,1,27
2.84,0.038160296408233596,0.09808936509684042,-0.19199117841340818,0,0,1,28
2.85,0.19522311974192608,0.22019549836503163,-0.23224698386198056,0,0,1,29
2.86,0.4399476146820086,0.056761144335450306,-0.22693887357873618,0,0,1,30
2.87,0.1149244793203478,0.12930525125677664,-0.1287468542804437,0,0,1,31
2.88,-0.016038483822353372,0.1976932456391174,-0.1703700127028532,0,0,1,32
2.89,0.19719544027284053,0.18717988459593082,-0.29495446011370463,0,0,1,33
2.9,-0.05964201942322372,-0.05423619032577904,-0.13403839516474303,0,0,1,34
2.91,0.03904766334525061,0.07102349366007707,-0.2313442424594273,0,0,1,35
2.92,0.07198246755786382,0.18322713350165287,-0.2744985847769377,0,0,1,36
2.93,0.005677302759866533,0.06659102602031654,-0.1447374115151503,0,0,1,37
2.94,0.0017593191018684742,0.21776067258078857,0.005867119364806314,0,0,1,38
2.95,0.10291772287352809,-0.03592806585696384,0.11091534630482998,0,0,1,39
2.96,0.05082752427217409,-0.01809270532464008,-0.1377684443302654,0,0,1,40
2.97,-0.03732370976331392,0.25136745234272656,-0.07445459395409253,0,0,1,41
2.98,0.01508487666617489,-0.17640208960313342,-0.012465087123565186,0,0,1,42
2.99,-0.09982214126126378,-0.07451312141069373,-0.016461458595939248,0,0,1,43
3.0,-0.08304828554586391,0.12151131539271412,0.04254015218509251,0,0,1,44
3.0100000000000002,-0.17832973815850983,0.023630893768411966,-0.21938022141446079,0,0,1,45
3.02,-0.008250294963625202,0.1275955980641812,-0.1911979189022599,0,0,1,46
3.0300000000000002,0.17547603798500194,0.0041214005478804605,-0.16659966664120127,0,0,1,47
3.04,-0.02009961207808307,0.11291023329229678,-0.1800113879748222,0,0,1,48
3.0500000000000003,-0.01039109396384613,-0.10539557728612842,0.08358450150992389,0,0,1,49
3.06,0.0019389075627322568,-0.01264912011458083,0.07152736460192573,0,0,1,50
3.0700000000000003,-0.14549357565961163,-0.011852292476677392,0.1568652812595266,0,0,1,51
3.08,-0.03223028467765691,0.16042313594918933,-0.004600264791234928,0,0,1,52
3.09,-0.0930852289276034,-0.0029525418390333527,-0.013390582132173433,0,0,1,53
3.1,-0.06742556383092774,-0.06413984387664988,-0.09685016086423415,0,0,1,54
3.11,-0.1782630535857505,0.02557381452626603,0.02246570644985478,0,0,1,55
3.12,0.041448925016212376,-0.17006754747396544,0.06492733741765684,0,0,1,56
3.13,-0.03870549892659162,-0.1366190490621211,-0.005154136511488791,0,0,1,57
3.14,0.04093093403570697,0.05399641491243325,0.057785580605643524,0,0,1,58
3.15,0.05048560490280596,0.08666507839763182,-0.018598192890331437,0,0,1,59
3.16,-0.25573720593436117,-0.08368691011116187,0.019842880552742907,0,0,1,60
3.17,-0.09777235969509626,0.055946933828594864,0.06288681669767174,0,0,1,61
3.18,-0.04917965611672661,0.17046332876489342,-0.1158953525417625,0,0,1,62
3.19,0.03614891401559926,-0.0696535010596789,-0.09825615491742344,0,0,1,63
3.2,-0.0008796419960290514,-0.08880778700779912,0.06358175507519297,0,0,1,64
3.21,-0.17890784661740866,-0.028386792576158025,-0.10899647964917789,0,0,1,65
3.22,-0.08790760960720034,-0.07356738666297281,-0.14002354174049728,0,0,1,66
3.23,-0.0006295137573921333,-0.16504978253634406,-0.12777362751049584,0,0,1,67
3.24,0.021648973052077497,0.05299366600895541,0.03437788519815757,0,0,1,68
3.25,-0.034319577022046015,0.18009566617467385,-0.15602340978378232,0,0,1,69
3.2600000000000002,-0.14301069423851742,-0.15005118230068062,0.05218019015539986,0,0,1,70
3.27,-0.039656685479398435,0.057993546455726665,0.05700621664581501,0,0,1,71
3.2800000000000002,-0.09019601643892317,-0.13687085412321784,-0.1418988178829875,0,0,1,72
3.29,0.15484916228535364,0.04051927546509685,0.014374548882558083,0,0,1,73
3.3000000000000003,-0.09823053548198138,-0.07670880969550474,-0.0814192602801339,0,0,1,74
3.31,-0.09414303143253036,-0.29727498060578483,-0.055037855830772926,0,0,1,75
3.3200000000000003,-0.09683375559417493,-0.02731985042155047,-0.029592897198526664,0,0,1,76
3.33,0.03049767134486757,-0.056298091692507844,0.02777676660797565,0,0,1,77
3.34,-0.3065874525605432,-0.16314747993635487,0.1195729966693059,0,0,1,78
3.35,-0.1675050386192617,-0.07829641957708539,0.016878924104533677,0,0,1,79
3.36,-0.12840999891857657,0.025126192638764457,-0.19711779675994245,0,0,1,80
3.37,-0.22559036744230418,-0.17618933031399037,-0.21989082453497033,0,0,1,81
