win_i,start_idx,end_idx,center_idx,center_time,win_label,s1__psd_peak_freq,s1__psd_peak_power,s1__bandpower_0_0.01,s1__bandpower_0.01_0.03,s1__bandpower_0.03_0.5,s1__phase_lag,s1__xcorr_score,s1__corrcoef_aligned,s1__mse,s1__rmse,s1__nrmse,s1__mae,s1__mean,s1__median,s1__has_hit,s1__peak_amplitude,s1__hit_samples,s1__counts,s1__duration_samples,s1__rise_time_samples,s1__signal_strength_l1,s1__energy_l2,s2__psd_peak_freq,s2__psd_peak_power,s2__bandpower_0_0.01,s2__bandpower_0.01_0.03,s2__bandpower_0.03_0.5,s2__phase_lag,s2__xcorr_score,s2__corrcoef_aligned,s2__mse,s2__rmse,s2__nrmse,s2__mae,s2__mean,s2__median,s2__has_hit,s2__peak_amplitude,s2__hit_samples,s2__counts,s2__duration_samples,s2__rise_time_samples,s2__signal_strength_l1,s2__energy_l2,s3__psd_peak_freq,s3__psd_peak_power,s3__bandpower_0_0.01,s3__bandpower_0.01_0.03,s3__bandpower_0.03_0.5,s3__phase_lag,s3__xcorr_score,s3__corrcoef_aligned,s3__mse,s3__rmse,s3__nrmse,s3__mae,s3__mean,s3__median,s3__has_hit,s3__peak_amplitude,s3__hit_samples,s3__counts,s3__duration_samples,s3__rise_time_samples,s3__signal_strength_l1,s3__energy_l2
10.0,2560.0,2815.0,2688.0,26.88,0.0,0.00390625,1.3936100358224053,0.00901614232157887,0.0015930035425515403,0.008861014827529963,0,0.7761253271452814,0.7761253271454251,0.009921416868878895,0.09960630938288445,0.2019033032923456,0.07827976536452277,0.003505324997561522,-0.0017486809419647999,0,0.413729086539877,0,0,0,0,32.294131062538334,6.274606804717861,0.00390625,2.3055417851357927,0.013260387575876552,0.004882646557863287,0.007872053140345826,0,0.815333739824576,0.8153337398247106,0.009380905536456954,0.09685507491327934,0.17711300214371803,0.07979140503646628,-0.0030095807018697476,0.018254119346561598,0,0.4183579136035829,0,0,0,0,34.66913186880738,7.143802102790908,0.01171875,1.1293722624485474,0.0047126200830016245,0.004761826828634711,0.008343466573927101,0,0.8344981936651261,0.8344981936652742,0.008545138991214622,0.09243992098230408,0.1841233541536954,0.07602111927329491,-0.005309825144346053,-0.027711253228051298,0,0.4492071211274198,0,0,0,0,34.27119403203515,7.150983473311986
11.0,2816.0,3071.0,2944.0,29.44,0.0,0.00390625,2.1238883286992585,0.013279427430635846,0.0032382095087553353,0.010701113191485336,0,0.787920832986319,0.7879208329864539,0.010896060374240395,0.10438419599843836,0.2115881424999549,0.08231466634540704,-0.0067481964523477475,0.0037830426674295,0,0.45726987766534666,0,0,0,0,35.53724862284276,7.355396045755983,0.00390625,2.1536831301135684,0.012149000930958349,0.0033493041508416855,0.009696043665705702,0,0.8018557418166714,0.8018557418168032,0.010168642321439214,0.10083968624226879,0.18439941925180528,0.07856970746502327,0.0020344930900228868,0.02138639264440935,0,0.430151611894795,0,0,0,0,34.74338432363884,7.2632513519152475,0.0078125,0.8214267543830519,0.004064979835662258,0.003555467323401167,0.01270009852983563,0,0.7556682246176626,0.7556682246177987,0.011698654219467215,0.10816031721230858,0.215435497778825,0.085850730793575,0.009562422715506114,-0.00682284463483215,0,0.5782414612134299,0,0,0,0,33.97403115060614,6.952948476864036
12.0,3072.0,3327.0,3200.0,32.0,0.0,0.00390625,1.9696076679027454,0.012864033434719414,0.0026367981253838588,0.008167878069215604,0,0.8368320055169172,0.8368320055170619,0.008440343066378784,0.09187133974411597,0.18622441778188908,0.0737436547551885,-0.0017854368122040172,0.0043082295018343,0,0.4196634524480683,0,0,0,0,34.67123426503042,7.18413353875322,0.00390625,2.668797353487064,0.015366992407696957,0.005287412452710727,0.00877952118403711,0,0.8298249043213968,0.8298249043215224,0.010417531989673396,0.10206631172758912,0.1866424748935009,0.08458384144205382,-0.006004919372084829,0.0081919557238887,0,0.4893622078821858,0,0,0,0,37.254329051212615,8.485956545190893,0.01171875,1.3088099028638538,0.0049438001920920505,0.0064722404085731395,0.010696703782478683,0,0.8084870666138799,0.8084870666140177,0.01058904663105964,0.10290309339888495,0.20496407296822244,0.08256948018478522,-0.011659015820876216,-0.0278206827159561,0,0.42590941165817,0,0,0,0,35.75639035373062,7.762546957306082
13.0,3328.0,3583.0,3456.0,34.56,0.0,0.00390625,1.779502653286289,0.011712100544963487,0.0029744622321773197,0.011279478485145841,0,0.79656473812876,0.7965647381288997,0.010017508664357841,0.10008750503613247,0.2028786932302182,0.07988785796400003,-0.002053057510542869,0.00641977867679215,0,0.46617830345883293,0,0,0,0,33.75113867380462,7.010632237253112,0.00390625,2.43156088984406,0.014989193295677269,0.006612109945597793,0.009594730151584364,0,0.8191734487820873,0.8191734487822129,0.010818631445023852,0.10401265040861064,0.19020162641233268,0.08380929677129642,0.002173300064826078,0.03600531877837845,0,0.5346293958167001,0,0,0,0,36.58417302314372,8.38207647805761,0.01171875,1.182387234993895,0.0034434211591171425,0.005384594995891885,0.008788755059898267,1,0.8151274656775012,0.8158322772073081,0.008591325925063628,0.09268940567866227,0.1846202818729681,0.07301983393595189,-0.008245788668803763,-0.024171019820024148,0,0.5867208855685434,0,0,0,0,33.16559227297198,6.550552998717068
14.0,3584.0,3839.0,3712.0,37.12,0.0,0.00390625,1.7525906425877085,0.01098234479019546,0.0026878634481818384,0.009373384609312835,0,0.8079339379519344,0.8079339379520837,0.008647593999861158,0.09299244055223606,0.1884969039113878,0.07356005330614132,-0.002048154746007308,0.0175557403989788,0,0.45629060129720633,0,0,0,0,32.60066492288394,6.33170694321018,0.00390625,2.4752837662959073,0.014234833199282624,0.003081339885235937,0.009683562721467783,0,0.81698336980565,0.8169833698057826,0.009618933246883354,0.0980761604411763,0.17934592720121986,0.07839542484794396,-0.007166163073371999,0.009076861698572851,0,0.4965906522973658,0,0,0,0,35.00285110529316,7.400552122602562,0.01171875,0.9293978674758968,0.0046320770756620895,0.0061370564751536206,0.009148424398576462,0,0.8101195502702815,0.8101195502704274,0.009444898351754851,0.09718486688654181,0.1935744154038812,0.07889035731622854,0.0012442395989901642,-0.0112437455307186,0,0.4435550689628854,0,0,0,0,34.7893259800645,7.029027021869627
15.0,3840.0,4095.0,3968.0,39.68,0.0,0.00390625,1.7842008678082817,0.01128102144913089,0.0026295863286715138,0.007919259877188835,0,0.8290258866790239,0.8290258866791648,0.009237221410793067,0.09611046462687123,0.19481717984886848,0.07603430257744839,0.005385367678433287,-0.0065445310649756006,0,0.508780305076492,0,0,0,0,35.457787356518644,7.518085157135517,0.00390625,2.5927041338385877,0.01494502636013764,0.004788128227082186,0.00882204097667939,0,0.8240970161349257,0.8240970161350584,0.00949410721437392,0.09743770940644038,0.17817843051005433,0.07792111329152338,0.005256628275521424,0.031234393524931597,0,0.4895904269069588,0,0,0,0,35.31483515145473,7.574674471476332,0.01171875,0.9622136455779905,0.002791087238622941,0.004883150056574171,0.009905337367113168,0,0.8045196694858712,0.8045196694860131,0.010047643243051468,0.1002379331543277,0.19965556298281362,0.07990514603712508,-0.003983013763917742,-0.0205628936813171,0,0.4247995514355206,0,0,0,0,34.95570279879981,7.279085053999535
16.0,4096.0,4351.0,4224.0,42.24,0.0,0.00390625,2.236435897380388,0.013148956500579982,0.0026628132988481706,0.008595851944356624,0,0.7881375218861991,0.7881375218863371,0.010442786676516151,0.10218995389232814,0.20714038480075303,0.08009297392296802,-0.002417539149650018,0.018536584671233952,0,0.5381623860541179,0,0,0,0,34.81709793876429,7.045876978104276,0.00390625,2.351496936921839,0.01357261568716873,0.004002301345796511,0.006765089634698611,0,0.8382721786722054,0.8382721786723493,0.007739785527750566,0.08797605087607971,0.16087646931626728,0.07024437921136616,-0.00020222154087323058,0.030747688399711648,0,0.4870505472602273,0,0,0,0,32.01460363989021,6.629132797485629,0.01171875,1.1379464707303923,0.0039043312186610142,0.004726728834058314,0.008856430187564589,-1,0.7797996012486073,0.7822509991789253,0.01019694734163582,0.10097993534180848,0.20113349513697992,0.08184297739309758,0.009710332881940634,-0.0011997724481406999,0,0.5306375652780043,0,0,0,0,33.405807585307116,6.71874862358375
17.0,4352.0,4607.0,4480.0,44.8,0.0,0.00390625,1.6677735338032562,0.010704270607763912,0.002956629556813007,0.012367829435476983,0,0.7929820256272562,0.7929820256273918,0.010684522833159038,0.10336596554552682,0.2095241759377019,0.08297740156488313,-0.009204546178437422,-0.007321461413278951,0,0.4491044032111106,0,0,0,0,35.132380509870906,7.369011460413759,0.00390625,2.4396970867649648,0.014580767158761544,0.005266134598025455,0.008929904957788379,0,0.8219438933497684,0.8219438933498998,0.009691257343564748,0.09844418389912503,0.1800189093816061,0.07815691201138764,-0.0021882311892193404,0.0107088886992294,0,0.5182056644391532,0,0,0,0,35.491771297428315,7.647212075828018,0.01171875,0.8251058029217605,0.0032474524421006587,0.004441281728207663,0.008596497718906183,0,0.793985102760408,0.7939851027605577,0.009173721606757446,0.09577954691246689,0.19077527597866045,0.07522009512938888,-0.004443868481730853,-0.0258988840019207,0,0.46933694221065425,0,0,0,0,32.734206548341675,6.323440187114227
18.0,4608.0,4863.0,4736.0,47.36,0.0,0.00390625,1.6631062668602843,0.011018448597054203,0.003863162346123651,0.009213299742220871,-1,0.804904474832049,0.8102991044018323,0.009270918855500014,0.0962856108434693,0.19517220354073497,0.07601439645069785,-0.00015774846964657432,0.00513613769429485,0,0.36915120014129643,0,0,0,0,34.533154052187065,6.892095098653631,0.00390625,2.7974605444235943,0.016814322865072243,0.00641379457716157,0.010252875798602444,0,0.809173835843979,0.809173835844101,0.011567882150919383,0.10755408941978628,0.19667764117707062,0.08719897775636312,-0.012636726367680581,0.00020331776613645002,0,0.4812945111302278,0,0,0,0,36.90060855681426,8.546148821427417,0.0078125,1.3532280005451653,0.006124783599400535,0.006390388960254906,0.00851371960398301,0,0.8118771387438936,0.8118771387440386,0.009418399976122774,0.09704844138945651,0.1933026808562041,0.07847424372509322,-0.0011953649697652655,-0.011237482242764149,0,0.4441411406351157,0,0,0,0,35.05057949393347,7.064964511661752
19.0,4864.0,5119.0,4992.0,49.92,0.0,0.00390625,1.8689345385191343,0.011980722206697464,0.0035728292890931405,0.009078042338285634,0,0.8123032424571535,0.8123032424572908,0.010102212259760292,0.10050976201225577,0.20373461369194132,0.08339742137055267,0.010562987966302916,0.008983462511159,0,0.4513301364010937,0,0,0,0,35.883886590106016,7.583489458939619,0.00390625,2.425485906553263,0.013726778775811656,0.004267006830869227,0.010489975802726745,0,0.8245183507433979,0.8245183507435302,0.009523427181619719,0.09758804835439491,0.17845334622753425,0.07847969763685733,0.007506665911320216,0.03521721873885705,0,0.5352105797833753,0,0,0,0,35.551113054625695,7.614083583040612,0.01171875,1.1759322917398933,0.005081358773388289,0.004966052564722813,0.009043674899116777,0,0.8261260827495013,0.8261260827496417,0.009852840438254854,0.09926147509610592,0.19771063777128497,0.07759202766766446,-0.005607096979247446,-0.01876869040296525,0,0.5195789694448426,0,0,0,0,35.063454481729345,7.810978828396685
20.0,5120.0,5375.0,5248.0,52.48,0.0,0.00390625,1.5669920914639106,0.010278329365507384,0.002396381982894213,0.008752696658187271,0,0.8125250277156926,0.8125250277158408,0.008645314106095058,0.09298018125436763,0.1884720541528633,0.07571589530293094,-0.006825485387683541,-0.018919593954531,0,0.4267515511917507,0,0,0,0,33.74388708549836,6.491482525384026,0.00390625,2.289523398694996,0.013911202659315676,0.006388147326464523,0.01077565132516103,0,0.8233879379346442,0.8233879379347687,0.010784146104731563,0.1038467433515927,0.18989824223786805,0.08405114252130107,0.0020043684494079443,0.0070090240774577,0,0.5149794984676878,0,0,0,0,37.85906843457325,8.51102571522216,0.0078125,1.043826252027162,0.005496003104312292,0.004990044150023345,0.008641928143108742,0,0.8162331092855729,0.8162331092857142,0.009902453073025235,0.0995110701029048,0.19820778520870677,0.08172681818091675,0.00030579071660501167,-0.0172950066889082,0,0.5615041238959747,0,0,0,0,34.6056278838999,7.538488686802317
21.0,5376.0,5631.0,5504.0,55.04,0.0,0.00390625,1.7925858962115009,0.011055544798850205,0.0017435053703698732,0.008300859265698972,0,0.8109639756140996,0.8109639756142505,0.008429271454563347,0.09181106390061793,0.18610223785185867,0.07298683840217617,0.00307028461265918,0.0036947002544062,0,0.46236797643568,0,0,0,0,32.24001811594505,6.255765491011079,0.00390625,2.3427048776105073,0.013968738956411611,0.00452785369947194,0.008454690598206182,0,0.8280309794661558,0.828030979466287,0.00958410118824349,0.09789842280774236,0.17902090916907656,0.07937300923952084,-0.004851036682996367,0.020349619363023402,0,0.47568829699575305,0,0,0,0,35.685510746020555,7.796438746265639,0.01171875,1.1980945191116104,0.003781638898992582,0.00553782231665107,0.007925117616408297,0,0.7986643799308474,0.7986643799310011,0.008713581696062263,0.09334656767156607,0.1859292279329603,0.07686888918358789,-0.0047797699737201355,-0.01339146996818115,0,0.46260917094605214,0,0,0,0,31.607411692938577,6.114155872166546
22.0,5632.0,5887.0,5760.0,57.6,0.0,0.00390625,2.2447479588493096,0.014290504091535115,0.0032965233068136804,0.008961823751762318,0,0.8258460031818351,0.8258460031819761,0.009199682097144054,0.09591497326874493,0.19442091628669708,0.07586291812823848,-0.011698876084272607,0.0049643150971488,0,0.4666583618788645,0,0,0,0,34.570158932121345,7.382295678536861,0.00390625,2.5706316669919973,0.015101124048515295,0.004662173730399292,0.011666322002038812,0,0.8017560703938997,0.8017560703940223,0.011652934876511985,0.10794876042137763,0.197399352104593,0.08515571906190741,0.003825852219044402,0.0268645765767033,0,0.477560153167103,0,0,0,0,36.830093064015784,8.343359892578857,0.0078125,1.0609391326040631,0.005113219564404675,0.004541023259374564,0.009204552318845797,0,0.7802282765866088,0.7802282765867524,0.010168910306197322,0.10084101499983686,0.20085679131624765,0.08254551414509406,-0.0018823576340407655,-0.01448343202918395,0,0.514726872203663,0,0,0,0,33.85849418082488,6.631054850525166
23.0,5888.0,6143.0,6016.0,60.16,0.0,0.00390625,1.9401622262336078,0.012100834175942385,0.002913154429551088,0.009113927776374882,0,0.8160833883753101,0.8160833883754527,0.009191140806792987,0.09587043760614107,0.19433064191101002,0.07530844505133316,0.008599530927183165,0.027923093461502603,0,0.40144105109879963,0,0,0,0,35.275147207026066,7.044246114166438,0.00390625,2.232174787085122,0.013018388383837608,0.005558778984690116,0.010576708363228271,0,0.8178159209766609,0.8178159209767945,0.00948851295364724,0.09740899831969961,0.17812592828678914,0.07831366956609312,0.0066737586696599335,0.037929150373104195,0,0.5001798176555279,0,0,0,0,35.29552819335247,7.327906486022538,0.01171875,1.173212405642242,0.0037259496288335357,0.004777872239718603,0.008829024100752456,1,0.7990111511332982,0.799824889489096,0.009371388808851295,0.09680593374815046,0.19281965014987412,0.07766811186511291,-0.003760723777425465,-0.030655121588914,0,0.5044689908652246,0,0,0,0,32.56656562082677,6.630074772195269
24.0,6144.0,6399.0,6272.0,62.72,0.0,0.00390625,1.5574348326284062,0.010331097126806188,0.002471279461335497,0.008844318948427382,0,0.811617910985162,0.8116179109853049,0.009317156423240205,0.0965254185343954,0.19565829689418682,0.07645352142621724,-0.009900780225624616,-0.01056926806499945,0,0.48700717895539875,0,0,0,0,33.59430617594811,6.988713689867233,0.00390625,2.000312276911022,0.012315573252616337,0.005337514342923661,0.008869978146417774,0,0.7831133695058979,0.7831133695060247,0.011298005320535315,0.10629207553028266,0.19436987290661928,0.08655909510853718,-0.010160956911404569,0.012594595761534249,0,0.49585899045176346,0,0,0,0,35.367079866246,7.4382319957868726,0.01171875,0.9752757389719005,0.005007012363801823,0.004594483078315118,0.007030068618162575,2,0.8272720125471639,0.8338281638803133,0.007698946156104757,0.08774363883555751,0.1747692221756226,0.07036599397247907,0.004933792411628592,-0.0210414212676296,0,0.4446457404484482,0,0,0,0,32.864543838417084,6.49158931671493
25.0,6400.0,6655.0,6528.0,65.28,0.0,0.00390625,1.9972556558775194,0.012429578958019551,0.0014769676614865318,0.008399964525721903,0,0.7951321947169007,0.7951321947170419,0.009801199328523962,0.09900100670459852,0.20067634677729343,0.07856943309172339,0.008974548619904389,0.020204778772216152,0,0.42451848534827624,0,0,0,0,34.25739077107806,6.80432598256927,0.00390625,2.1608818127988627,0.013064394599704576,0.005008796848870841,0.010036037003264877,0,0.8246207960290278,0.8246207960291612,0.009362865940326292,0.09676190335212662,0.17694262495981775,0.0761237596051211,-0.007539814930712041,0.00649356622012945,0,0.6042797182737529,0,0,0,0,34.35531868946188,7.490226114175276,0.01171875,1.220878844122196,0.0033496584469400576,0.006372067179475097,0.010872861459413,0,0.7810371707920982,0.7810371707922329,0.011525569985303283,0.10735720742131515,0.21383585049548634,0.08512385168605868,-0.005724637011458936,-0.02385027494050095,0,0.45571289524700964,0,0,0,0,35.671693981414094,7.56085730324676
